all_fire_all_years
30.0
35.0
30.0
28.0
35.0
33.0
38.0
48.0
40.0
29.0
39.0
44.0
37.0
32.0
50.0
32.0
67.0
36.0
49.0
30.0
44.0
67.0
39.0
38.0
31.0
60.0
28.0
59.0
43.0
43.0
29.0
46.0
44.0
65.0
40.0
41.0
27.0
32.0
42.0
67.0
26.0
37.0
33.0
43.0
47.0
76.0
52.0
29.0
42.0
42.0
55.0
61.0
48.0
28.0
33.0
31.0
45.0
28.0
30.0
36.0
30.0
26.0
41.0
34.0
27.0
37.0
29.0
72.0
30.0
28.0
27.0
31.0
37.0
31.0
27.0
55.0
41.0
26.0
26.0
42.0
28.0
37.0
32.0
35.0
33.0
65.0
41.0
34.0
38.0
35.0
56.0
37.0
30.0
31.0
33.0
26.0
54.0
32.0
41.0
27.0
38.0
29.0
34.0
33.0
42.0
36.0
31.0
120.0
32.0
28.0
36.0
26.0
30.0
26.0
48.0
96.0
26.0
27.0
101.0
38.0
42.0
32.0
36.0
43.0
29.0
40.0
37.0
34.0
52.0
34.0
41.0
27.0
28.0
39.0
42.0
77.0
38.0
41.0
33.0
27.0
34.0
39.0
49.0
55.0
32.0
57.0
30.0
30.0
31.0
35.0
63.0
45.0
50.0
30.0
65.0
26.0
40.0
27.0
58.0
67.0
26.0
34.0
52.0
34.0
41.0
61.0
27.0
26.0
41.0
26.0
54.0
59.0
30.0
50.0
26.0
62.0
45.0
54.0
28.0
26.0
47.0
76.0
45.0
66.0
37.0
46.0
128.0
26.0
86.0
34.0
53.0
30.0
41.0
42.0
54.0
40.0
40.0
35.0
32.0
50.0
30.0
37.0
28.0
51.0
63.0
28.0
60.0
32.0
59.0
27.0
84.0
26.0
43.0
27.0
43.0
35.0
26.0
63.0
29.0
32.0
88.0
35.0
30.0
71.0
69.0
33.0
31.0
33.0
29.0
72.0
57.0
40.0
39.0
33.0
27.0
26.0
29.0
38.0
33.0
41.0
26.0
40.0
46.0
30.0
30.0
67.0
28.0
33.0
27.0
45.0
43.0
32.0
37.0
31.0
50.0
28.0
32.0
54.0
27.0
28.0
33.0
46.0
51.0
44.0
40.0
40.0
32.0
44.0
72.0
80.0
56.0
35.0
34.0
30.0
63.0
41.0
32.0
48.0
87.0
28.0
29.0
31.0
27.0
52.0
29.0
29.0
27.0
28.0
42.0
39.0
51.0
28.0
35.0
45.0
54.0
30.0
33.0
29.0
39.0
35.0
40.0
157.0
35.0
38.0
49.0
39.0
37.0
44.0
56.0
29.0
26.0
38.0
52.0
69.0
73.0
37.0
34.0
31.0
66.0
32.0
34.0
30.0
29.0
34.0
26.0
76.0
97.0
28.0
33.0
67.0
39.0
75.0
30.0
38.0
28.0
40.0
65.0
29.0
41.0
35.0
35.0
38.0
29.0
62.0
35.0
73.0
98.0
43.0
34.0
31.0
28.0
28.0
31.0
56.0
82.0
107.0
28.0
32.0
29.0
29.0
27.0
27.0
31.0
50.0
32.0
44.0
30.0
32.0
34.0
29.0
73.0
42.0
33.0
33.0
110.0
29.0
61.0
39.0
28.0
58.0
33.0
28.0
40.0
31.0
48.0
50.0
88.0
29.0
87.0
39.0
40.0
38.0
29.0
32.0
34.0
33.0
50.0
43.0
74.0
32.0
47.0
48.0
36.0
48.0
44.0
35.0
32.0
34.0
42.0
28.0
39.0
26.0
71.0
63.0
39.0
38.0
32.0
61.0
31.0
31.0
61.0
82.0
31.0
31.0
107.0
27.0
74.0
26.0
32.0
28.0
36.0
51.0
31.0
66.0
54.0
33.0
62.0
58.0
34.0
40.0
40.0
39.0
31.0
27.0
59.0
27.0
38.0
30.0
68.0
30.0
26.0
27.0
30.0
27.0
41.0
34.0
99.0
44.0
39.0
99.0
33.0
50.0
27.0
42.0
62.0
35.0
56.0
37.0
48.0
26.0
29.0
32.0
29.0
37.0
37.0
37.0
46.0
34.0
27.0
46.0
38.0
32.0
34.0
34.0
38.0
79.0
35.0
26.0
31.0
30.0
55.0
30.0
39.0
28.0
26.0
33.0
56.0
27.0
32.0
29.0
27.0
50.0
54.0
55.0
34.0
31.0
84.0
42.0
28.0
34.0
27.0
27.0
48.0
45.0
26.0
30.0
42.0
48.0
40.0
29.0
41.0
30.0
43.0
37.0
28.0
138.0
46.0
45.0
41.0
44.0
29.0
27.0
39.0
72.0
39.0
32.0
68.0
41.0
96.0
26.0
27.0
28.0
65.0
26.0
34.0
58.0
26.0
97.0
31.0
29.0
54.0
27.0
28.0
29.0
41.0
57.0
34.0
36.0
53.0
29.0
34.0
48.0
37.0
154.0
40.0
50.0
26.0
80.0
48.0
106.0
73.0
33.0
37.0
26.0
28.0
48.0
48.0
64.0
30.0
44.0
31.0
28.0
44.0
65.0
31.0
31.0
35.0
44.0
47.0
56.0
37.0
40.0
68.0
27.0
33.0
66.0
30.0
36.0
26.0
38.0
42.0
29.0
36.0
29.0
33.0
44.0
27.0
34.0
32.0
33.0
159.0
41.0
34.0
30.0
43.0
29.0
38.0
26.0
40.0
35.0
29.0
46.0
36.0
36.0
26.0
34.0
45.0
27.0
102.0
33.0
35.0
61.0
29.0
50.0
43.0
66.0
33.0
32.0
73.0
36.0
36.0
43.0
38.0
75.0
32.0
26.0
27.0
43.0
32.0
26.0
51.0
28.0
48.0
38.0
73.0
42.0
95.0
42.0
27.0
58.0
35.0
27.0
26.0
29.0
55.0
37.0
69.0
42.0
27.0
37.0
38.0
26.0
27.0
46.0
28.0
41.0
31.0
28.0
27.0
27.0
40.0
35.0
37.0
33.0
80.0
40.0
37.0
26.0
43.0
31.0
29.0
33.0
29.0
40.0
26.0
34.0
27.0
34.0
56.0
36.0
36.0
40.0
30.0
29.0
37.0
28.0
30.0
37.0
26.0
33.0
50.0
39.0
32.0
33.0
29.0
30.0
44.0
42.0
26.0
29.0
26.0
66.0
66.0
28.0
38.0
34.0
45.0
74.0
31.0
41.0
59.0
32.0
47.0
34.0
53.0
40.0
30.0
34.0
30.0
27.0
42.0
57.0
27.0
28.0
39.0
44.0
30.0
32.0
26.0
31.0
39.0
60.0
112.0
65.0
26.0
61.0
29.0
43.0
69.0
33.0
63.0
31.0
72.0
45.0
50.0
32.0
57.0
35.0
27.0
34.0
59.0
29.0
35.0
29.0
73.0
83.0
39.0
52.0
26.0
35.0
28.0
57.0
61.0
26.0
41.0
38.0
54.0
32.0
39.0
34.0
67.0
28.0
37.0
56.0
33.0
48.0
32.0
31.0
29.0
52.0
26.0
38.0
26.0
32.0
40.0
73.0
83.0
55.0
31.0
30.0
37.0
31.0
38.0
29.0
36.0
37.0
45.0
36.0
45.0
31.0
29.0
27.0
34.0
36.0
37.0
37.0
34.0
38.0
30.0
34.0
31.0
53.0
36.0
26.0
33.0
31.0
32.0
26.0
30.0
78.0
45.0
45.0
52.0
33.0
31.0
39.0
34.0
27.0
32.0
28.0
67.0
27.0
29.0
28.0
40.0
41.0
26.0
37.0
33.0
42.0
32.0
29.0
46.0
36.0
57.0
61.0
50.0
46.0
33.0
39.0
46.0
27.0
30.0
50.0
32.0
102.0
42.0
46.0
77.0
29.0
64.0
33.0
35.0
34.0
52.0
39.0
34.0
30.0
40.0
26.0
27.0
38.0
154.0
31.0
27.0
27.0
50.0
27.0
100.0
36.0
29.0
28.0
27.0
33.0
52.0
34.0
37.0
33.0
32.0
65.0
38.0
29.0
35.0
55.0
28.0
41.0
45.0
63.0
36.0
55.0
44.0
29.0
26.0
45.0
34.0
33.0
28.0
75.0
29.0
28.0
63.0
36.0
33.0
29.0
32.0
52.0
26.0
113.0
59.0
41.0
50.0
44.0
50.0
32.0
35.0
100.0
42.0
31.0
30.0
87.0
30.0
28.0
80.0
40.0
30.0
30.0
31.0
72.0
27.0
29.0
48.0
32.0
38.0
63.0
26.0
29.0
84.0
46.0
28.0
30.0
40.0
27.0
31.0
33.0
34.0
27.0
28.0
95.0
31.0
37.0
30.0
34.0
30.0
29.0
51.0
49.0
29.0
26.0
27.0
36.0
41.0
35.0
32.0
77.0
33.0
26.0
76.0
35.0
31.0
27.0
32.0
64.0
43.0
45.0
46.0
29.0
27.0
44.0
40.0
31.0
29.0
33.0
47.0
34.0
100.0
62.0
40.0
27.0
63.0
35.0
45.0
29.0
34.0
76.0
50.0
28.0
27.0
63.0
39.0
34.0
50.0
56.0
56.0
39.0
36.0
43.0
57.0
52.0
36.0
42.0
43.0
27.0
37.0
34.0
31.0
57.0
64.0
28.0
39.0
59.0
31.0
44.0
39.0
61.0
26.0
49.0
53.0
31.0
102.0
30.0
50.0
39.0
40.0
35.0
45.0
33.0
63.0
28.0
56.0
27.0
64.0
32.0
28.0
32.0
52.0
28.0
59.0
58.0
65.0
26.0
61.0
44.0
40.0
46.0
57.0
29.0
36.0
47.0
64.0
62.0
38.0
38.0
30.0
29.0
27.0
49.0
90.0
39.0
27.0
28.0
40.0
35.0
37.0
36.0
45.0
37.0
39.0
28.0
83.0
123.0
51.0
47.0
40.0
27.0
26.0
52.0
28.0
34.0
34.0
27.0
44.0
47.0
31.0
28.0
59.0
27.0
76.0
79.0
26.0
26.0
57.0
39.0
39.0
47.0
34.0
49.0
32.0
33.0
32.0
40.0
31.0
43.0
50.0
37.0
36.0
26.0
37.0
33.0
29.0
68.0
36.0
42.0
93.0
31.0
58.0
61.0
30.0
27.0
45.0
33.0
127.0
31.0
51.0
67.0
27.0
129.0
31.0
40.0
32.0
50.0
37.0
40.0
72.0
62.0
32.0
45.0
36.0
40.0
47.0
41.0
56.0
32.0
35.0
100.0
28.0
113.0
33.0
28.0
30.0
43.0
60.0
38.0
48.0
28.0
31.0
29.0
28.0
54.0
40.0
36.0
35.0
44.0
55.0
49.0
26.0
71.0
53.0
37.0
27.0
45.0
44.0
33.0
26.0
82.0
27.0
42.0
67.0
122.0
33.0
49.0
62.0
87.0
84.0
82.0
37.0
42.0
40.0
62.0
30.0
31.0
27.0
34.0
31.0
31.0
70.0
31.0
51.0
45.0
92.0
32.0
28.0
42.0
45.0
55.0
120.0
44.0
60.0
30.0
72.0
36.0
27.0
30.0
85.0
54.0
26.0
30.0
80.0
32.0
47.0
27.0
31.0
42.0
34.0
27.0
30.0
30.0
27.0
27.0
48.0
43.0
76.0
29.0
153.0
33.0
26.0
43.0
105.0
26.0
29.0
129.0
30.0
28.0
42.0
34.0
60.0
47.0
55.0
52.0
33.0
47.0
46.0
32.0
50.0
34.0
38.0
31.0
36.0
31.0
26.0
49.0
54.0
45.0
32.0
30.0
49.0
39.0
49.0
32.0
46.0
32.0
36.0
34.0
33.0
60.0
30.0
63.0
43.0
31.0
29.0
33.0
55.0
26.0
44.0
49.0
71.0
38.0
30.0
29.0
41.0
69.0
30.0
27.0
32.0
40.0
47.0
39.0
51.0
116.0
26.0
27.0
33.0
31.0
43.0
27.0
28.0
34.0
58.0
26.0
28.0
28.0
30.0
40.0
33.0
32.0
42.0
37.0
43.0
34.0
30.0
26.0
72.0
33.0
29.0
26.0
31.0
56.0
44.0
27.0
34.0
55.0
28.0
29.0
42.0
32.0
41.0
39.0
32.0
59.0
74.0
34.0
27.0
35.0
31.0
38.0
43.0
28.0
28.0
26.0
29.0
39.0
47.0
34.0
31.0
29.0
57.0
57.0
27.0
79.0
27.0
29.0
41.0
36.0
30.0
29.0
28.0
41.0
37.0
30.0
37.0
38.0
43.0
39.0
73.0
32.0
26.0
30.0
27.0
83.0
26.0
47.0
132.0
26.0
38.0
54.0
31.0
31.0
99.0
35.0
28.0
35.0
40.0
83.0
54.0
30.0
37.0
48.0
31.0
107.0
29.0
29.0
26.0
64.0
62.0
37.0
27.0
34.0
57.0
34.0
39.0
27.0
100.0
26.0
52.0
41.0
36.0
29.0
29.0
29.0
69.0
27.0
29.0
45.0
36.0
42.0
32.0
26.0
43.0
44.0
37.0
52.0
37.0
60.0
30.0
33.0
35.0
27.0
101.0
37.0
40.0
26.0
27.0
26.0
32.0
26.0
26.0
47.0
31.0
26.0
41.0
45.0
27.0
38.0
30.0
33.0
55.0
62.0
27.0
87.0
48.0
27.0
115.0
48.0
39.0
65.0
62.0
27.0
32.0
33.0
43.0
46.0
36.0
44.0
45.0
29.0
38.0
26.0
76.0
39.0
51.0
82.0
56.0
47.0
44.0
64.0
30.0
33.0
28.0
35.0
43.0
29.0
64.0
27.0
46.0
41.0
28.0
37.0
32.0
26.0
50.0
48.0
34.0
28.0
26.0
36.0
26.0
26.0
46.0
26.0
31.0
26.0
54.0
26.0
37.0
30.0
35.0
49.0
53.0
55.0
63.0
27.0
42.0
28.0
65.0
36.0
69.0
39.0
32.0
30.0
31.0
35.0
61.0
37.0
61.0
59.0
31.0
51.0
41.0
50.0
44.0
27.0
32.0
51.0
27.0
94.0
65.0
35.0
66.0
44.0
32.0
36.0
33.0
53.0
43.0
50.0
62.0
32.0
40.0
36.0
51.0
30.0
36.0
44.0
29.0
27.0
37.0
45.0
65.0
78.0
40.0
64.0
79.0
46.0
40.0
37.0
26.0
70.0
26.0
26.0
38.0
32.0
38.0
35.0
69.0
44.0
44.0
27.0
33.0
57.0
61.0
39.0
91.0
55.0
38.0
45.0
56.0
28.0
52.0
28.0
29.0
26.0
31.0
68.0
30.0
33.0
27.0
26.0
30.0
29.0
48.0
50.0
37.0
27.0
40.0
35.0
57.0
43.0
70.0
31.0
49.0
58.0
29.0
78.0
36.0
28.0
53.0
27.0
37.0
51.0
29.0
40.0
28.0
37.0
69.0
36.0
47.0
45.0
58.0
61.0
27.0
27.0
36.0
39.0
40.0
34.0
28.0
58.0
48.0
58.0
26.0
34.0
39.0
30.0
66.0
30.0
34.0
36.0
59.0
59.0
38.0
113.0
49.0
29.0
29.0
28.0
29.0
27.0
93.0
27.0
65.0
41.0
40.0
32.0
31.0
76.0
33.0
64.0
26.0
26.0
33.0
92.0
35.0
27.0
39.0
75.0
34.0
31.0
35.0
55.0
33.0
49.0
42.0
59.0
34.0
43.0
75.0
54.0
26.0
32.0
29.0
32.0
32.0
32.0
33.0
37.0
28.0
28.0
43.0
30.0
38.0
51.0
51.0
26.0
36.0
57.0
35.0
41.0
60.0
36.0
29.0
52.0
37.0
32.0
53.0
46.0
26.0
32.0
32.0
43.0
53.0
28.0
26.0
43.0
29.0
45.0
29.0
30.0
71.0
38.0
45.0
78.0
39.0
26.0
34.0
50.0
50.0
62.0
31.0
105.0
42.0
30.0
57.0
26.0
37.0
27.0
52.0
28.0
29.0
31.0
35.0
38.0
49.0
30.0
38.0
52.0
37.0
28.0
59.0
31.0
36.0
41.0
50.0
52.0
28.0
47.0
32.0
35.0
28.0
27.0
27.0
27.0
37.0
33.0
37.0
59.0
70.0
44.0
30.0
27.0
51.0
33.0
26.0
72.0
53.0
43.0
39.0
26.0
35.0
35.0
48.0
50.0
29.0
30.0
38.0
104.0
32.0
26.0
26.0
63.0
28.0
34.0
32.0
27.0
63.0
54.0
38.0
43.0
49.0
38.0
41.0
39.0
26.0
33.0
40.0
30.0
28.0
26.0
44.0
32.0
32.0
62.0
53.0
26.0
32.0
31.0
32.0
43.0
37.0
28.0
29.0
27.0
44.0
106.0
28.0
27.0
32.0
53.0
46.0
32.0
56.0
35.0
32.0
36.0
79.0
31.0
48.0
36.0
97.0
31.0
28.0
28.0
31.0
26.0
34.0
34.0
36.0
35.0
58.0
35.0
35.0
46.0
28.0
26.0
59.0
37.0
28.0
27.0
27.0
32.0
32.0
57.0
91.0
28.0
46.0
39.0
34.0
31.0
42.0
57.0
46.0
26.0
36.0
26.0
70.0
38.0
31.0
28.0
35.0
56.0
31.0
31.0
40.0
57.0
37.0
34.0
38.0
37.0
77.0
29.0
34.0
40.0
39.0
71.0
26.0
29.0
50.0
36.0
27.0
42.0
76.0
42.0
37.0
96.0
30.0
28.0
28.0
32.0
29.0
63.0
30.0
27.0
30.0
63.0
145.0
26.0
31.0
27.0
28.0
53.0
54.0
31.0
39.0
105.0
35.0
35.0
42.0
66.0
72.0
34.0
34.0
30.0
36.0
37.0
82.0
38.0
26.0
37.0
27.0
35.0
63.0
34.0
26.0
63.0
28.0
35.0
35.0
46.0
152.0
58.0
35.0
37.0
28.0
69.0
31.0
39.0
68.0
35.0
31.0
41.0
26.0
56.0
29.0
70.0
30.0
33.0
43.0
28.0
79.0
88.0
63.0
31.0
39.0
43.0
46.0
46.0
42.0
54.0
51.0
51.0
26.0
27.0
48.0
48.0
31.0
41.0
28.0
31.0
66.0
30.0
30.0
42.0
59.0
32.0
49.0
40.0
60.0
40.0
42.0
29.0
60.0
76.0
28.0
38.0
28.0
26.0
26.0
27.0
30.0
48.0
32.0
39.0
30.0
35.0
30.0
29.0
41.0
57.0
50.0
28.0
34.0
45.0
40.0
32.0
46.0
77.0
27.0
34.0
54.0
32.0
31.0
50.0
30.0
32.0
30.0
48.0
38.0
28.0
30.0
39.0
56.0
92.0
27.0
42.0
40.0
33.0
33.0
28.0
73.0
61.0
42.0
29.0
34.0
26.0
43.0
88.0
57.0
81.0
33.0
48.0
34.0
26.0
57.0
34.0
30.0
30.0
30.0
36.0
36.0
28.0
32.0
31.0
58.0
55.0
34.0
37.0
34.0
58.0
108.0
29.0
32.0
45.0
49.0
31.0
55.0
41.0
27.0
86.0
35.0
30.0
44.0
62.0
132.0
31.0
29.0
27.0
62.0
27.0
43.0
53.0
47.0
26.0
89.0
40.0
32.0
76.0
31.0
46.0
26.0
31.0
34.0
46.0
48.0
77.0
92.0
37.0
47.0
35.0
30.0
34.0
32.0
102.0
65.0
28.0
26.0
70.0
63.0
43.0
77.0
26.0
39.0
27.0
52.0
34.0
33.0
56.0
63.0
32.0
27.0
27.0
51.0
77.0
29.0
35.0
27.0
26.0
44.0
30.0
33.0
42.0
63.0
26.0
35.0
26.0
34.0
71.0
90.0
30.0
131.0
43.0
33.0
59.0
28.0
26.0
29.0
27.0
28.0
36.0
50.0
35.0
27.0
61.0
87.0
56.0
30.0
30.0
32.0
37.0
29.0
43.0
35.0
41.0
38.0
73.0
27.0
34.0
32.0
33.0
32.0
49.0
50.0
33.0
41.0
30.0
29.0
40.0
50.0
73.0
35.0
32.0
39.0
74.0
35.0
30.0
37.0
35.0
41.0
41.0
27.0
35.0
32.0
40.0
39.0
33.0
27.0
28.0
92.0
60.0
26.0
29.0
58.0
36.0
39.0
65.0
33.0
26.0
30.0
46.0
45.0
35.0
41.0
48.0
48.0
73.0
27.0
43.0
28.0
32.0
40.0
45.0
39.0
43.0
32.0
120.0
31.0
53.0
31.0
55.0
26.0
44.0
39.0
27.0
117.0
76.0
37.0
41.0
43.0
69.0
27.0
26.0
76.0
45.0
114.0
41.0
37.0
47.0
77.0
42.0
26.0
28.0
58.0
33.0
34.0
27.0
