"tractid","death_injury_risk_prob"
5015950500,0.542560546759684
5033020302,0.492510389598251
5045030702,0.599549460488766
5057480500,0.557190734521154
5085020103,0.347160415503677
5131000502,0.524728551652102
4013422513,0.531504602569655
4019004427,0.391300458352901
4019004645,0.440075520643167
6013311000,0.544169082292905
6029001902,0.578728603946781
6037272202,0.500526710201634
6037577603,0.377018955159374
6037602003,0.567040460845926
6037670403,0.359295732052346
6059052506,0.529020183132971
6071009717,0.41725611388085
6073010112,0.488629255083432
6073010300,0.543166747846577
6073017010,0.441997343205742
6077005134,0.514716078586747
6081607300,0.306934969104645
6085500100,0.499762172066575
6103000400,0.420427105649905
6111008303,0.503668765925213
8005005626,0.599396661941886
8031000302,0.410535580943954
9001011300,0.406725996523478
9003417400,0.464442949257266
10003016200,0.488774846506614
12001001517,0.5041797052744
12011060113,0.431237417664969
12031016807,0.59296344027613
12057011710,0.558899588189854
12071030202,0.552120889916535
12086003003,0.541769289019234
12087972300,0.501376489308226
12091022800,0.553689624271641
12099002400,0.598493516861145
13051003502,0.551246017105284
13057090701,0.418403329743143
13067031112,0.500947872427054
13165960200,0.498201794585012
13211010300,0.445529125792438
19153010408,0.477654800861349
16055001100,0.49356876053847
17031110501,0.510679871323568
17161024200,0.590552050726643
17167000800,0.491255256054254
18005010500,0.522144075623955
18031969200,0.546841928437027
18085961900,0.552924380601756
18095011100,0.446553228083206
20037956600,0.55342088916884
21037051200,0.618611204558603
21199930200,0.473522756239207
22017023300,0.636358060731485
22045030500,0.458757904274996
22071009600,0.52472923826065
22071011600,0.355984026782514
25021419700,0.330880570885948
25023511000,0.527124337521807
25025050200,0.440801472706784
25027758101,0.368972701726909
25027761400,0.273505858494236
24005430900,0.561839917320994
24031701505,0.52351789315664
24031702402,0.453317984493657
26033970800,0.481603966958281
26049010811,0.566548442494433
26147631600,0.433034003082669
26163522200,0.597221221995262
26163544100,0.625499382064721
27053000300,0.500234106762804
27109000902,0.530714254271524
27133570300,0.545487812431595
29159480200,0.449776982512615
29165030307,0.0845130931686091
29195090200,0.453632838232004
28121020101,0.435205414849095
28135950100,0.463586008691962
37119005100,0.587740923071922
37125951200,0.529105886775802
37179021005,0.451488286326884
31153010306,0.437872073484716
34001000500,0.573121832202736
34003008000,0.31952953135893
34007607502,0.384711452970566
34013011900,0.424993325824346
34017000200,0.418114577449944
35045000706,0.424097323460955
32003002969,0.513342230714507
32031001010,0.398118301383711
36047014000,0.389546983153097
36047062600,0.577236979237624
36061025100,0.28291283632655
36083052603,0.438294914173467
36113070400,0.520866992636195
39035106800,0.601261009819148
39035119900,0.588748943841378
39049007043,0.48943368207229
39065000700,0.436288762751435
39095004200,0.678368955402883
39095006500,0.610331657093744
39109365302,0.438077159549306
40031002001,0.470040477555555
41039001803,0.591607123101978
41051009000,0.533545814254268
42003474101,0.412100447042888
42029300800,0.537726803381962
42029307400,0.442599967720639
42033330400,0.348740698316388
42041013000,0.351899668698814
42045404003,0.546427605398089
42071012900,0.454260792390365
42095017501,0.425561176165595
72127007100,0.405147838798267
72131958800,0.458551373385448
44007010600,0.528091784514435
44007013701,0.468986115930946
45031010400,0.53137193388642
45085001100,0.525035179351111
48029121909,0.381558246749959
48029191808,0.334001552608876
48113004300,0.465521998505613
48113019206,0.526904934381269
48181000200,0.693025089106377
48187210505,0.473158401218907
48201532501,0.465861030181537
48215021304,0.422694484289063
48215024301,0.448236233451828
48225950100,0.493540227792697
48491020605,0.487527110959046
49011125401,0.476989800447486
51059480505,0.498339291092645
51171040300,0.367401911297668
53033029304,0.466328092043331
53063003900,0.535423325190319
53063004000,0.623850661152394
55003950300,0.508665185441426
55029100300,0.427720627174618
55081950400,0.559913166260533
55085971400,0.530262902567063
55097960200,0.392542677990161
55117010200,0.442091899569047
54003971102,0.442572603356362
54089000500,0.540809376814498
1055000200,0.536475969777582
1087231900,0.584304993572925
6001404600,0.368582820437873
6007003501,0.447370489361843
6037123301,0.49475424167933
6037134421,0.487949597166925
6037301602,0.471725030211728
6037432700,0.469107822391452
6037910712,0.356004880641789
6047001503,0.537330967198294
6059001708,0.488228282832724
6059011102,0.468080286542399
6059063007,0.343152429844017
6065041910,0.477952352351536
6067007417,0.530990242420641
6073003107,0.512346869968083
6073016000,0.505751661429137
6079011600,0.441321150873429
6111001602,0.615791585529927
8059012057,0.460394390505555
9003462201,0.322322286624972
9003471300,0.392984444759058
9005300100,0.334443168211878
12029990000,0.0845157277121233
12033003508,0.550277218519622
12057001300,0.55066056130637
12069031202,0.459129346251974
12081002012,0.445105918608368
12086007503,0.367197708268949
12086008804,0.452415348647961
12086011005,0.590999698616714
12099005943,0.72224486055954
12103025204,0.671477761139666
13013180301,0.485469495830471
13121009801,0.297086763002405
13153020600,0.577618779952041
15007040204,0.471387211485444
19153004800,0.617928136545858
19155021501,0.518803971898097
19171290300,0.510642784381736
17031252000,0.559640310423208
17031825700,0.568027044261597
17031838000,0.432967364858578
17091010202,0.447693397295313
17097864802,0.360340531161574
17183001200,0.550766468687692
17183010200,0.518948550219689
17197881107,0.531275173837531
17199021200,0.525159491777469
18057110807,0.465720953320792
18091040500,0.54321257704623
18097340700,0.599452470453942
20173010200,0.474275413920315
21045950200,0.512027262546757
21073070401,0.477474753460429
22017022100,0.605992429787515
22033004011,0.473086409066832
22079011000,0.600113417638968
25009223100,0.300974800894537
25017332200,0.379767978505601
24510130804,0.470234867582289
23003951900,0.435943466142366
26005030901,0.442599503225757
26017286100,0.442319959424218
26045021002,0.47064581514182
26081011500,0.615272675777994
26093742700,0.404545722463601
26115832000,0.459987650095004
26147620000,0.552703363418068
26163525600,0.386220819972921
27003050217,0.494820130113883
29077002800,0.584923104504025
29095013608,0.48917938923024
29095016000,0.516865737488805
29097010200,0.476035509543534
29163460200,0.549367171302356
29189215700,0.600994968002
30017962000,0.650423094846178
37047931000,0.46867383427184
37133000700,0.414735074318894
31033955000,0.592723936738521
34001012302,0.449111368181014
34027045300,0.400678383888308
34035051800,0.416943724804345
34035053805,0.339471997526191
35005001400,0.528195482549089
32003003428,0.563359148444137
32003005322,0.432257745813558
32003005336,0.571676530580573
36005020100,0.35058497358404
36007001700,0.515774592993493
36027110003,0.298119048682921
36031960300,0.368767092730057
36047079802,0.406570301252592
36071002300,0.440009857306853
36083040400,0.534312415279228
39007001102,0.479050055433877
39085204400,0.476262130407486
39087051002,0.466591636994535
41033360500,0.588887749009309
42003415001,0.367067418862918
42095017702,0.400082842295903
42101025200,0.544856997292848
42113960100,0.331936688070853
72021031704,0.398199847540609
72135510504,0.395200201802116
45079011102,0.444491679316252
45083022801,0.409460575779444
47013950300,0.566489633464745
47045964500,0.559417857106833
47065011001,0.36681336884318
48113008200,0.535593657221823
48113013712,0.575442269777517
48117950400,0.523549046058175
48201350602,0.384154422426615
48217960700,0.50605920344396
48325000402,0.463535791396098
48349970800,0.566721688387849
48355003002,0.494314116898789
48381020600,0.456554341634924
51147930202,0.469338668489973
53033023801,0.459451780980618
53053060200,0.405910122471859
53061041201,0.535192156732916
53061050600,0.348910958954634
55079012400,0.621666002757578
55079120203,0.581318771094487
55133200101,0.440083178137772
1073002700,0.48698610837185
5119003900,0.450607186186802
4013816600,0.463415108147634
4015950402,0.643842389235487
6013348000,0.291325183994076
6019002501,0.642350188327866
6037143604,0.437035346607543
6037401304,0.411726090327329
6037403600,0.411119978496815
6037541001,0.422813159062843
6037620301,0.225597720026295
6059074006,0.56546633184675
6065040816,0.410246757564701
6071000103,0.423003010210655
6073003502,0.447735392634439
6073016100,0.490469642766123
6095252910,0.493439482697485
6115040400,0.62084843765302
8069001111,0.452475135864389
9003466202,0.316271652439803
9003510100,0.505250152891037
9005360400,0.401105366002195
10003000601,0.534191278803442
12011060211,0.501409073141026
12027010101,0.528536222100278
12057011407,0.520421845154927
12057013802,0.544601780771152
12086009903,0.419114624062242
12086016900,0.488651150752557
12095014904,0.514720608559049
12099007750,0.559427949675259
12105011721,0.581765780155886
12127083006,0.522918391819553
13015960500,0.584326332241888
13021012300,0.55742388440448
13215010402,0.561617708520981
15001021202,0.573906627277047
15001990600,0.084519782709821
17019000901,0.602210236585339
17031805107,0.566677882435678
17043845704,0.459089739246618
17089854900,0.51332985114781
17113005501,0.50946202141778
17163504354,0.514894479256733
18073100901,0.513287210356225
18109510300,0.499162683400986
18109510800,0.543482388688981
18113972300,0.504963472100367
18163010203,0.429585747864912
20173009801,0.511933386057965
21193970800,0.331193949396614
22055000700,0.589366238905865
22071003500,0.572980145150575
22071007606,0.514732366729361
22095070400,0.457887777747934
25009260800,0.497010849178272
25013810404,0.476402193706208
25017352800,0.415574586318135
