"tractid","death_injury_rf_risk_prob"
21227011001,0.646
22061960800,0.338
26005030500,0.342
26015011400,0.462
26033970200,0.494
26043950700,0.256
26081011401,0.382
26099228000,0.486
26099240500,0.578
26163507900,0.266
26163572600,0.806
26163588100,0.606
27037060806,0.56
29105960298,0.122
29189216800,0.234
28149950400,0.85
37067000302,0.468
37161960400,0.072
37183054115,0.546
34001012100,0.39
34017019000,0.164
34027041802,0.272
34039032901,0.228
35039000400,0.262
36005005600,0.108
36021002000,0.294
36023970200,0.17
36029004300,0.406
36029007700,0.298
36047031100,0.694
36063024002,0.368
36119000201,0.342
39007000102,0.33
39019720500,0.436
39035118602,0.66
39095004503,0.416
39141956300,0.152
39153504500,0.296
39153530103,0.256
40109107211,0.334
42007603801,0.406
42045401104,0.35
42091200306,0.326
42091204002,0.204
42123970800,0.32
42133023400,0.22
72077500401,0.422
45015020506,0.556
45019002007,0.342
45091060102,0.24
47093003000,0.29
47187051002,0.236
48005000200,0.428
48041000700,0.276
48085031317,0.21
48141000110,0.49
48157671400,0.402
48201210400,0.34
48453000402,0.144
48453001820,0.42
48459950700,0.322
48465950700,0.292
48475950300,0.44
48491020201,0.276
48499950200,0.154
49035113407,0.22
49035113536,0.406
49037978200,0.672
51036600300,0.222
51059471202,0.3
51069050700,0.986
51161031102,0.32
51171040201,0.618
51710990000,0.212
53011041319,0.572
53035092701,0.378
55031030200,0.336
55035000600,0.352
55079186900,0.346
55079187000,0.538
55085970800,0.704
56015958000,0.372
56017967800,0.472
2090001200,0.924
1117030605,0.272
4013319902,0.378
6001430700,0.224
6037109800,0.328
6037294410,0.438
6059032061,0.348
6065042210,0.412
6069000400,0.414
6075011100,0.342
6083002924,0.368
6099000906,0.308
6099003500,0.362
8041000400,0.594
8045952001,0.384
12081000106,0.58
12086010609,0.46
12103990100,0.212
12105014901,0.286
12127082703,0.432
13107970600,0.614
13121010212,0.434
13229960200,0.384
15001021005,0.25
19083480100,0.848
19093090100,0.426
19103001700,0.442
19107080100,0.372
16001000201,0.388
16001010224,0.356
17031430600,0.408
17031520400,0.578
17043841313,0.364
17093890202,0.296
17097861404,0.206
17097862501,0.27
18001030600,0.032
18089041200,0.248
18097340800,0.34
20209044101,0.418
21103090302,0.446
22051023200,0.396
22073001700,0.278
25015820204,0.22
25027732302,0.436
24013511000,0.208
24510250402,0.706
23009966600,0.322
26021020700,0.764
26139022900,0.452
27053108900,0.428
27145000901,0.508
30029000100,0.44
37057061902,0.574
37135012202,0.112
37191000101,0.368
38017010305,0.348
38029966500,0.284
31053964100,0.364
31055007438,0.376
33011001600,0.614
33011010500,0.342
34003023602,0.33
34003037202,0.328
34007608800,0.554
34011010600,0.41
34015501002,0.436
34023000608,0.386
34023002605,0.246
34023006300,0.514
34023008404,0.196
34037373000,0.294
32003001707,0.604
36029011700,0.654
36047025600,0.404
36061022600,0.386
36081157903,0.338
39049006384,0.406
39061025104,0.258
39087050100,0.704
39095007001,0.282
39153504700,0.594
40101001200,0.364
40143004302,0.258
42033330800,0.168
42091201302,0.362
42091208100,0.326
42101028902,0.37
42133022500,0.348
72087110200,0.402
45085000202,0.252
47145030300,0.126
48029111000,0.488
48029121908,0.382
48037010700,0.712
48053960200,0.082
48113013608,0.224
48201350801,0.62
48227950500,0.526
48273020100,0.35
48303010406,0.358
48409010604,0.3
48439105403,0.318
48439113909,0.244
48453000206,0.376
48453000901,0.394
53053060600,0.378
53061051914,0.288
53067012520,0.078
55079180100,0.546
2282000100,0.498
1073010402,0.41
1097007000,0.376
4013050701,0.39
4013319800,0.808
4013616800,0.402
4027000403,0.42
6001433200,0.188
6037211910,0.422
6037533503,0.406
6037620501,0.212
6037670405,0.378
6037701902,0.264
6041125000,0.208
6059110113,0.404
6065031002,0.392
6067009107,0.548
6073010003,0.438
6073017046,0.262
6073018700,0.338
6077003601,0.346
6077004002,0.296
6079011501,0.76
6083002702,0.58
8059011729,0.982
9001205100,0.248
10005050601,0.186
12015020104,0.454
12057004600,0.26
12057012501,0.402
12086000220,0.382
12086000601,0.24
12103024409,0.614
12105011722,0.588
12109020705,0.254
13245001300,0.412
13245010106,0.502
17031071300,0.11
17031160400,0.374
18087970401,0.238
18105001001,0.39
20091051804,0.652
20173002900,0.516
20177003901,0.272
20209044601,0.244
21015070402,0.206
21027960100,0.358
21029980100,0.212
21195930500,0.432
21211040501,0.36
22071005604,0.326
22097960400,0.654
25005652100,0.652
25013801102,0.406
25013810414,0.28
25017383101,0.13
25021414200,0.11
25027710300,0.656
24003730402,0.428
24009860702,0.268
24017990000,0.212
24031700604,0.44
24033802203,0.32
26049012201,0.45
26081011403,0.298
26125150200,0.33
26163583100,0.774
27053023600,0.49
27145000801,0.62
29165030209,0.328
29183310302,0.478
29189214500,0.452
29189221621,0.284
28049001200,0.428
28049003400,0.314
28071950402,0.144
31055002400,0.64
34001002300,0.15
34013004900,0.38
34017017700,0.328
34039034000,0.31
34039037500,0.106
36005040302,0.374
36047008000,0.452
36047033100,0.204
36047074800,0.33
36059411100,0.366
36065024800,0.384
36073040300,0.128
36081054500,0.402
36109000300,0.266
36121970400,0.286
39035185101,0.602
39059977300,0.362
39095010002,0.49
39113020100,0.496
39157020300,0.574
40071000400,0.532
40121486200,0.288
41051008202,0.186
42003450700,0.434
42037051400,0.254
42069101900,0.428
42123971200,0.386
72033980006,0.424
72057270100,0.392
44007017500,0.418
45061920100,0.16
47087960400,0.444
48041001900,0.436
48061013206,0.4
48091310802,0.238
48113005600,0.322
48113018123,0.566
48121021611,0.53
48139061300,0.318
48201251100,0.41
48201252800,0.74
48201324200,0.68
48201454900,0.936
48255970200,0.622
48291700300,0.43
48453001100,0.49
49035110401,0.408
51121021400,0.234
51199050402,0.184
53033008001,0.502
53035080300,0.61
53053061100,0.442
53053062801,0.364
55025012700,0.22
55079186500,0.452
55133202001,0.336
1073011108,0.256
1073011706,0.404
5119004220,0.28
4013061046,0.37
4013103214,0.242
4013106702,0.268
6017030402,0.736
6029004302,0.286
6037124104,0.382
6037407900,0.38
6037433601,0.274
6037555103,0.388
6037600201,0.408
6037701702,0.356
6037980003,0.212
6059001705,0.388
6065041912,0.318
6073009510,0.356
6085512027,0.386
6087120400,0.352
6099003300,0.382
6113010302,0.364
8014030400,0.368
8031000501,0.36
8037000100,0.39
8037000401,0.298
8041004602,0.196
8123001906,0.272
9003430201,0.226
9007550100,0.338
10003011201,0.332
10003013604,0.394
10005051203,0.384
12053040908,0.41
12057007102,0.412
12057012001,0.406
12073000800,0.23
12073002006,0.15
12086007104,0.382
12099007828,0.342
13035150100,0.312
13059002000,0.496
13121007807,0.458
15003003403,0.416
19091970400,0.374
19153000600,0.618
17085020500,0.574
17097864412,0.298
17163503211,0.24
17177000800,0.54
17197883215,0.328
18057110700,0.42
18079960302,0.278
18097330107,0.408
18157001501,0.466
18159020100,0.264
20091052305,0.37
20125951200,0.316
20209040400,0.474
21145031301,0.202
22063040806,0.608
22073000900,0.31
22087030208,0.362
25009268300,0.1
25017359300,0.472
25023511301,0.314
25027731500,0.296
24003731306,0.142
23017966600,0.612
26027001900,0.406
26045020104,0.48
26099221800,0.342
26099225300,0.44
26099254100,0.418
26145013100,0.234
26147637200,0.426
27123042302,0.224
27163071011,0.33
29183311003,0.254
29189213900,0.442
29510108300,0.482
28045030400,0.14
28081950800,0.254
30021000200,0.266
37003040500,0.368
37037020402,0.456
37081016010,0.426
37107010400,0.302
37119004800,0.112
33011001700,0.43
34023001411,0.286
35001004733,0.41
36005012300,0.3
36005021501,0.496
36009960200,0.182
36067014000,0.612
36071010902,0.204
36079011200,0.268
36081120300,0.298
36087010703,0.274
36089491300,0.346
36103124500,0.254
36115080300,0.232
36119013700,0.23
39021011504,0.084
39049008163,0.456
39059977600,0.438
39093070300,0.548
39165030600,0.072
40075963700,0.476
40143007402,0.176
41039002401,0.382
41047000701,0.92
41067033200,0.292
42003432400,0.422
42003475200,0.346
42071011600,0.176
42091202402,0.336
42101015200,0.608
42101035200,0.718
72105520300,0.406
45045003303,0.238
45083021301,0.44
45091061802,0.262
47061955300,0.482
47149041000,0.392
47157022700,0.514
47185935300,0.156
48029151302,0.264
48029181404,0.3
48061012800,0.284
48085031508,0.29
48085031639,0.334
48113016413,0.348
48123970200,0.428
48201211200,0.48
48221160204,0.318
48245006100,0.292
48291700200,0.424
48375012800,0.47
48441012000,0.378
51059471100,0.272
51760011100,0.596
53005011402,0.41
53015001000,0.458
55045960100,0.15
1097003709,0.37
5143011002,0.218
4013421901,0.422
6001404700,0.338
6013312000,0.41
6013355112,0.85
6013377000,0.442
6017990000,0.212
6029003812,0.354
6029005507,0.422
6037115404,0.56
6037201200,0.402
6037463700,0.68
6037602900,0.402
6037621324,0.302
6037900701,0.42
6053000900,0.42
6059042333,0.232
6061021129,0.396
6065042509,0.412
6067005509,0.402
6071009715,0.242
6073013702,0.416
6075990100,0.212
6081609603,0.306
6085512019,0.368
6095253000,0.334
6099000203,0.152
8059009849,0.452
8123002203,0.242
12005002702,0.3
12011010407,0.304
12011030100,0.31
12017450500,0.604
12057006801,0.582
12059960400,0.412
12081000603,0.756
12083000302,0.906
12099004500,0.658
13033950700,0.404
13051011103,0.382
13077170402,0.722
15003007805,0.382
15003011000,0.322
16005981800,0.422
17031010501,0.72
17031813802,0.598
17031834500,0.434
18051050502,0.514
18089030600,0.49
18097390200,0.396
18141010600,0.554
18173030200,0.36
20015020300,0.426
20091053417,0.304
20189965100,0.396
20209041600,0.332
21067002001,0.69
21111001400,0.652
22051025400,0.49
25017370101,0.224
25017373600,0.102
25025130300,0.28
24001000600,0.28
24003750203,0.38
23011010100,0.624
26087333000,0.344
26101000100,0.622
26125125600,0.244
26125150900,0.112
26147640200,0.36
26163538100,0.368
27077460300,0.414
27111961400,0.416
27123040801,0.458
29021000400,0.46
29047021803,0.582
29053950500,0.62
30021000300,0.636
37023021201,0.42
37025040600,0.322
37071030601,0.248
37093970300,0.584
37145920400,0.506
37183052603,0.372
31153010103,0.394
34003051300,0.318
34013018600,0.606
34017014700,0.112
34027045704,0.124
34031125000,0.524
34039036100,0.242
32003005316,0.352
36007012800,0.388
36011041100,0.288
36029009106,0.388
36029016200,0.448
36033951200,0.334
36047123700,0.394
36059407502,0.59
36075990000,0.212
36081026100,0.356
36081072300,0.206
36103135101,0.28
36103169800,0.334
36123150500,0.292
39035185203,0.26
39113003500,0.49
39133600402,0.286
39143961800,0.332
41007950900,0.446
41051007700,0.416
42003524000,0.478
42041011801,0.076
42071000400,0.304
42091202302,0.302
42095014200,0.44
72001956700,0.412
72031050402,0.376
45001950300,0.25
45059920400,0.342
46023940300,0.638
47003950402,0.294
47037016300,0.43
47053966400,0.53
47065011203,0.136
48029160702,0.33
48113013626,0.316
48113016516,0.268
48201220500,0.458
48201240701,0.364
48201550100,0.412
48215024404,0.366
48415950600,0.566
48453001746,0.224
48453001850,0.162
48487950700,0.264
51035080601,0.374
51117930102,0.59
51520020200,0.558
51830370300,0.09
50017959800,0.234
53017950300,0.374
53033002800,0.316
55079012900,0.384
55079080300,0.204
54055001400,0.23
1073004800,0.348
1077010600,0.506
1081042006,0.412
5089960201,0.3
5143010105,0.724
4013612700,0.35
6001409700,0.418
6001437400,0.408
6007001800,0.238
6013307204,0.454
6013334006,0.196
6037111100,0.38
6037185204,0.39
6037433200,0.412
6037530204,0.404
6037541002,0.268
6065042622,0.384
6065050700,0.316
6067005403,0.372
6071004510,0.376
6071007410,0.48
6075013200,0.648
6087120301,0.364
6111005401,0.72
8031000401,0.282
8041003902,0.43
9005349100,0.484
10003010502,0.264
12005000500,0.196
12011031203,0.302
12071010412,0.394
12095012600,0.296
12103020201,0.274
12103027802,0.302
12107950202,0.224
13059130300,0.144
13109970300,0.426
15003001201,0.368
15003006802,0.334
19149970200,0.426
17031031200,0.656
17091010400,0.342
17097864105,0.288
18003003200,0.434
18035001400,0.78
18157000700,0.308
20173007102,0.48
21067001100,0.354
21239050200,0.334
22051023300,0.448
22103041004,0.418
25009254401,0.272
25015821400,0.312
25015822601,0.2
25017383502,0.212
25021420302,0.152
25025180500,0.302
24005450100,0.246
24015030906,0.208
23011018000,0.356
23015990000,0.212
26049013001,0.234
26091060700,0.508
26139025100,0.642
26163526100,0.28
26163582100,0.416
27019090301,0.102
27103480200,0.448
27137015300,0.422
29047020400,0.77
29095008800,0.35
29189210928,0.458
30049000700,0.324
30095966400,0.372
37047930700,0.168
37051001603,0.27
37081012609,0.908
37183053111,0.382
33003955300,0.092
34003021100,0.536
34013001400,0.326
34017018200,0.262
32003002501,0.606
32003002948,0.572
36001000800,0.412
36029001000,0.34
36033951100,0.394
36039081101,0.296
36047059300,0.37
36081018401,0.284
36081028300,0.6
36103135004,0.158
36105952100,0.336
36111953300,0.31
36113073500,0.346
39003011200,0.266
39035113101,0.408
39035182103,0.358
39049001901,0.308
39055312300,0.242
39075976301,0.436
39085200100,0.3
39171950800,0.138
40131050603,0.368
41039004200,0.662
41051003301,0.276
42017100104,0.412
42027010300,0.404
42079214400,0.418
42085032602,0.386
72054580200,0.408
72135510505,0.416
45019004901,0.1
45045004001,0.26
45051051601,0.462
45059920301,0.414
45063020804,0.578
45063021031,0.39
46099000407,0.482
47009011501,0.408
47053966600,0.348
47157003600,0.334
48039660801,0.608
48099010503,0.336
48121021303,0.406
48231961400,0.282
48245000302,0.516
48245000310,0.97
48339691400,0.298
48423980000,0.212
48453001844,0.292
48491020505,0.392
49001100200,0.388
49049001801,0.538
51059415200,0.364
51059440201,0.402
51550020400,0.45
51710002400,0.2
51810045420,0.75
53011041312,0.276
53033011700,0.352
53061041605,0.36
53063002400,0.38
53063010800,0.284
55139003000,0.402
54061011400,0.27
56025001200,0.094
1003011000,0.394
1021060500,0.354
1025957700,0.4
1127021200,0.642
5019953602,0.454
4013104401,0.264
4013106900,0.418
6001409900,0.326
6007002100,0.558
6013304001,0.362
6013309000,0.766
6033000801,0.456
6037204120,0.392
6037269903,0.31
6037296600,0.442
6037555001,0.412
6053013000,0.56
6059021816,0.256
6063000202,0.356
6071001600,0.26
6073020015,0.36
6075980501,0.296
8005087100,0.578
8059010603,0.46
9007541300,0.436
9009157400,0.438
9009184200,0.262
9009352300,0.478
9015815000,0.324
10005050902,0.214
12011091600,0.654
12086001901,0.458
12086013500,0.418
12095016723,0.244
13057090601,0.396
13117130102,0.386
13129970400,0.726
15003002600,0.398
19099040400,0.294
19155030402,0.496
16001000802,0.22
17031460302,0.41
17031804406,0.342
17043841404,0.318
17197881800,0.362
17201004002,0.276
18039002300,0.362
18053000900,0.488
18091041300,0.27
18167011200,0.454
21037053302,0.38
21047201301,0.408
21111010319,0.204
21133950402,0.216
21159950300,0.414
21179930301,0.386
22079013100,0.734
25009253204,0.622
25023505200,0.106
25025000202,0.3
25025140202,0.222
24031705501,0.398
24510090400,0.456
24510150400,0.45
23005002200,0.602
26027002200,0.924
26029990000,0.212
26049011601,0.282
26075006402,0.234
26139021304,0.476
26147622000,0.552
26163541100,0.318
26163570200,0.314
26163587900,0.304
27053104900,0.356
27135970100,0.258
27171100701,0.27
29037060500,0.218
29077002700,0.348
28087000102,0.418
28153950300,0.232
37071031001,0.416
37097060902,0.362
37097061101,0.358
37097061401,0.35
37101041201,0.198
37179020204,0.238
31047968400,0.416
31055006805,0.314
34001012702,0.412
34023008601,0.274
35013000104,0.3
35061970404,0.726
32031990000,0.212
36001014201,0.418
36029008900,0.344
36047005201,0.412
36047029400,0.248
36047050801,0.27
36055011501,0.418
36059408800,0.304
36059414800,0.472
36081094700,0.386
36085016901,0.252
39035160200,0.47
39055312201,0.142
39081011500,0.946
39099801100,0.306
39155932500,0.328
40065968600,0.582
40109108803,0.432
40149965000,0.404
41005023700,0.29
41067031003,0.408
42005951400,0.33
42101025900,0.476
42101035800,0.558
42111021600,0.454
72085190302,0.42
45021970503,0.4
45043920505,0.376
47065010413,0.236
47079969000,0.364
47157007822,0.408
47157021741,0.404
48029181823,0.628
48095950300,0.416
48113015900,0.388
48139060210,0.358
48157671700,0.372
48201232200,0.72
48201334003,0.75
48227950400,0.374
48237950300,0.26
48453001823,0.58
48471790600,0.226
48499950601,0.37
51059452802,0.39
51101950200,0.346
51153900203,0.422
50023955700,0.334
53011041325,0.278
53033007100,0.182
53033011001,0.328
53053073123,0.326
53061052607,0.364
53065950600,0.216
55045960600,0.374
54039010500,0.49
54049021400,0.208
54055001600,0.638
2090000600,0.232
1017954700,0.402
1069040201,0.256
1089011400,0.58
1097004800,0.456
5139950400,0.764
4013116713,0.322
4013319101,0.556
4013422212,0.458
4013422642,0.414
4025000401,0.236
6001423500,0.394
6013391000,0.282
6017030301,0.394
6017031800,0.186
6037106649,0.344
6037261200,0.624
6037400603,0.362
6037402001,0.406
6037403406,0.404
6059021820,0.306
6059021922,0.36
6059088002,0.41
6067007017,0.366
6071001810,0.382
6071003612,0.44
6073019203,0.374
6079012505,0.296
6081602300,0.256
6087121403,0.206
8001009206,0.336
8013060700,0.328
8069001306,0.422
9001021600,0.322
9003480400,0.186
9003500400,0.25
12057011412,0.294
12069030208,0.326
12105014125,0.298
13051003301,0.662
15003002800,0.324
15003008914,0.24
19041080400,0.394
19103000200,0.61
19123950600,0.494
17031410800,0.242
17097862901,0.648
17113005201,0.382
17197880203,0.536
18057111008,0.394
18061060100,0.356
18089041100,0.472
20041084100,0.36
20209040500,0.436
21111010314,0.35
21111010500,0.374
21145030400,0.476
21179930303,0.158
22051023400,0.402
25009250200,0.354
25013810902,0.634
25015820400,0.29
25017339802,0.62
25021418003,0.158
24005451900,0.386
24047951300,0.312
24510170300,0.426
26021000700,0.4
26077006702,0.372
26081010904,0.856
26125142100,0.442
26145010502,0.336
26161404200,0.486
27049080700,0.254
27053021505,0.274
29099700504,0.342
29127960500,0.36
29183311001,0.222
29510124600,0.49
37027030500,0.348
37097060500,0.84
37101041400,0.248
37119003109,0.45
37155961400,0.356
31055007406,0.458
33005971000,0.152
33019975300,0.324
34013011700,0.284
34017014900,0.402
34023009200,0.142
34039039600,0.36
35031944000,0.138
32003003243,0.372
32003003632,0.402
36029009113,0.358
36047031500,0.138
36055011301,0.2
36077591200,0.36
36085014605,0.452
36087012501,0.226
36103146103,0.352
39063000600,0.756
39113002400,0.508
39151714200,0.498
39155920400,0.486
40109107806,0.294
40109108008,0.288
40109108317,0.42
42017100402,0.116
42067070400,0.25
42091200708,0.308
42095016901,0.298
72005400300,0.46
72053990103,0.212
72097081700,0.414
44007014501,0.49
44009051502,0.75
45003020901,0.27
45019004610,0.378
47059091500,0.342
47065002800,0.422
47093004404,0.388
48085031405,0.298
48121021305,0.392
48135000600,0.336
48157671800,0.418
48167720501,0.324
48201311700,0.144
48293970200,0.138
48325000200,0.364
48329000401,0.258
48441010900,0.52
48453001748,0.316
48455950100,0.376
49049002801,0.486
51800065400,0.352
50007980000,0.212
53011041332,0.43
53033022603,0.338
53033022802,0.302
53063012702,0.45
55055100100,0.65
55079100300,0.978
55089630100,0.446
55093960100,0.34
55117000100,0.29
55133201701,0.272
54003972000,0.286
54023969400,0.464
54039013701,0.37
54061011300,0.078
1001020600,0.248
1101002800,0.49
5023480201,0.416
4013082207,0.426
4013115802,0.45
4013217600,0.472
4023966000,0.39
6001403300,0.352
6037143902,0.324
6037620702,0.25
6037910805,0.364
6037920106,0.394
6055200704,0.846
6059011504,0.332
6059074406,0.396
6059075901,0.376
6067007012,0.434
6071002105,0.518
6071007305,0.402
6071009708,0.356
6073003901,0.42
6073017601,0.336
6077005124,0.398
6095252911,0.434
6113010701,0.122
8035014108,0.234
9003460301,0.288
9009150700,0.174
9009170800,0.254
12005000900,0.424
12035060205,0.916
12083001004,0.216
12101030700,0.198
12101031408,0.658
12101031505,0.268
12103020301,0.44
12117020805,0.146
12117020810,0.544
13009970400,0.476
13051980000,0.212
13233010700,0.334
13245010511,0.606
15003008906,0.4
19109950100,0.35
19163013300,0.246
19167070100,0.402
19193001200,0.442
17031220602,0.188
17031271800,0.656
17031530501,0.482
17031838100,0.266
17089851801,0.462
17089852903,0.414
17139977100,0.252
18091042100,0.46
18093950500,0.476
18097330804,0.41
18099020400,0.33
18147952900,0.384
20027458100,0.222
21107970600,0.734
21111011603,0.364
21163970500,0.336
21217920400,0.324
22071011400,0.306
22117950400,0.384
22117951000,0.594
25001011100,0.47
25025060400,0.298
25027721101,0.202
24031701508,0.608
24045010300,0.264
26125127000,0.22
26163513700,0.432
26163542400,0.446
27123041800,0.284
29077001000,0.662
29105960400,0.492
29215480300,0.558
37041930101,0.448
37069060802,0.274
37091950200,0.272
37097060701,0.272
38017010107,0.266
34003001000,0.244
34017001202,0.412
34017015100,0.3
34023000801,0.442
34031124800,0.838
32003005436,0.57
32510001001,0.436
36013030400,0.448
36013990000,0.212
36035971500,0.228
36047037900,0.608
36055013104,0.36
36059413600,0.18
36061019500,0.18
36079011300,0.206
36081017600,0.348
36081084500,0.396
36103158202,0.3
36115089000,0.358
39015951500,0.62
39061010202,0.46
39091003800,0.72
39113115011,0.656
39133600200,0.842
39151711312,0.328
40073958100,0.392
40109103000,0.414
42003413300,0.342
42013100500,0.444
42017105207,0.328
42021010600,0.382
42045405200,0.466
42045410400,0.226
42101030600,0.454
72001956500,0.388
72013300301,0.414
44007015100,0.482
47037015613,0.442
47039955002,0.478
48001950500,0.184
48061011302,0.318
48113014130,0.372
48113016408,0.462
48201342700,0.574
48201410100,0.398
48201554302,0.366
48321730400,0.404
48453002106,0.426
48499950602,0.65
49035112608,0.408
49035112613,0.322
49035113105,0.354
51041101013,0.49
51153901414,0.28
51173030200,0.18
51195931200,0.286
53005011503,0.22
53035090800,0.176
53049950500,0.414
53053070312,0.286
53059950300,0.106
53061041301,0.33
55079021100,0.41
55087010602,0.348
55105001700,0.806
54047954503,0.668
1101002100,0.442
1117980000,0.372
1125011703,0.328
5007021305,0.1
5061950300,0.262
5145071200,0.524
4013103305,0.44
4013113501,0.44
4013114900,0.424
4013422622,0.372
4013619800,0.422
6007000501,0.366
6019000600,0.486
6037119700,0.386
6037238400,0.358
6037404701,0.37
6037540700,0.318
6037601002,0.168
6037701202,0.212
6055201004,0.332
6057001205,0.312
6059052511,0.484
6061021501,0.254
6065040606,0.414
6093000702,0.316
6097150612,0.296
8035014006,0.264
8041000202,0.448
8077001501,0.316
12011051001,0.174
12071030204,0.47
12086006205,0.104
12095013403,0.57
13151070311,0.332
15003007302,0.332
19153011021,0.26
19163011500,0.476
17019001302,0.382
17031120100,0.19
17077010800,0.724
17089851101,0.632
18043070902,0.214
18141011506,0.458
20135956100,0.594
21091960200,0.392
21113060101,0.558
21123960300,0.228
21161960400,0.328
21179930200,0.502
21239050400,0.278
22035000200,0.41
22071000903,0.44
22071001739,0.396
22085000400,0.376
25005652200,0.228
25009252400,0.328
25009260100,0.252
25013812103,0.334
25025010300,0.376
24031700400,0.12
24033805907,0.374
24510270902,0.536
26021000400,0.166
26099247602,0.932
26121002000,0.58
26125183100,0.288
26147625000,0.488
26149040900,0.324
26163563700,0.438
27037060819,0.5
28089030106,0.448
37055990100,0.212
37061090600,0.538
37063002018,0.614
37071031800,0.54
37099950500,0.352
37129011902,0.41
38077971100,0.432
33011010900,0.396
34007610400,0.442
34039035300,0.514
35047957300,0.462
36055009602,0.5
36081019600,0.564
36081066100,0.368
36103123301,0.376
36119004300,0.312
39035118400,0.464
39049006353,0.24
39061002700,0.414
39073965300,0.67
39133600603,0.648
39171950500,0.56
40027200100,0.386
40071001301,0.456
40083600700,0.386
40113940002,0.25
40143002900,0.348
42001031501,0.364
42005951100,0.438
42091203303,0.354
42101033000,0.638
72075710400,0.37
47013950200,0.13
47015960300,0.566
48075950200,0.46
48113014206,0.356
48121020107,0.316
48223950800,0.388
48251130410,0.038
48351950100,0.268
48363000500,0.482
48439106502,0.424
48439113921,0.308
48449950100,0.348
51001980200,0.352
51053980100,0.212
51059481101,0.344
51153900403,0.214
51165010400,0.104
51740213104,0.342
51760060800,0.25
53005010814,0.322
53061052401,0.354
55079001100,0.344
55079001900,0.468
55079013300,0.406
55079170700,0.614
1089000901,0.456
1097007103,0.554
1103000300,0.464
5081030101,0.394
5131010202,0.31
4013107102,0.166
4013422633,0.578
6019005403,0.478
6033001300,0.116
6037211201,0.382
6037503302,0.374
6059074107,0.338
6059086304,0.38
6067009639,0.36
6071004301,0.332
6075026100,0.272
6087110100,0.392
6107001701,0.34
8005085000,0.29
8031006814,0.354
8037000701,0.362
8041001700,0.424
8045951802,0.372
8087000700,0.422
11001002600,0.298
11001003900,0.296
11001009602,0.384
12011060210,0.388
12011110308,0.38
12017450202,0.678
12033001002,0.404
12033004000,0.288
12081000406,0.452
12081000808,0.406
12099007725,0.538
12103025415,0.564
12117021902,0.486
12127080700,0.622
12127081500,0.178
13021013409,0.378
13051011003,0.266
13071970702,0.456
13151070104,0.386
13215001000,0.454
13301970400,0.326
15003006808,0.378
19065080500,0.174
16005000600,0.422
17031730600,0.418
17099962600,0.666
17195000700,0.39
18081611200,0.326
18089040700,0.618
18113972400,0.406
18141000700,0.462
18141011100,0.39
18163002500,0.75
20077961600,0.364
20111000500,0.686
20209042002,0.432
21093001700,0.548
21129950300,0.404
21153970400,0.42
22051023800,0.516
25013800201,0.158
24005401504,0.218
26011990000,0.212
26049003100,0.414
26051000500,0.324
26099225400,0.396
26109960100,0.28
26125184600,0.28
26163558400,0.408
27001770400,0.62
27003050221,0.372
27027020400,0.38
27035951100,0.2
27047180100,0.262
27053022801,0.304
27123033400,0.558
29183311203,0.374
29510119102,0.254
28047003204,0.194
30111000704,0.252
37021002503,0.386
37085071002,0.268
37141990100,0.212
37147000201,0.454
38055960800,0.386
38067950100,0.402
34001011802,0.486
34013010200,0.34
34023002401,0.344
34025812501,0.088
34033021700,0.42
36027140400,0.274
36059413200,0.276
36059414501,0.39
36067014200,0.588
36081077907,0.338
36085015602,0.32
36105950900,0.36
36115080100,0.136
39035119300,0.314
39035133103,0.524
39035183501,0.586
39113070700,0.662
40027201607,0.384
40051000800,0.328
40125501102,0.548
40143006907,0.278
40143007507,0.268
41019110000,0.554
41067033500,0.196
42003523400,0.432
42003551300,0.42
42029300106,0.364
42051262702,0.066
42079210800,0.428
42079211701,0.338
42101024300,0.356
72021031021,0.426
72127009123,0.426
44003020904,0.162
45019002702,0.326
45045002814,0.336
45051060208,0.408
45061920500,0.27
45083021500,0.602
45091061003,0.142
47037018410,0.504
47065003000,0.3
47073050800,0.33
47115050101,0.29
47121960100,0.366
47157020541,0.748
48113006301,0.418
48201250900,0.216
48251130700,0.542
48265960301,0.752
48453000304,0.328
48453002212,0.07
48469000201,0.33
48507950301,0.446
51059431600,0.114
51149850100,0.268
51810046006,0.626
50021963000,0.548
53037975500,0.472
53053940002,0.104
53061051500,0.312
53063000400,0.64
53063002100,0.49
55079004700,0.482
1081040700,0.382
1089011014,0.304
1091972900,0.282
1109188700,0.274
5069000302,0.386
4013104224,0.448
4013614100,0.338
6037212420,0.54
6037221900,0.358
6037401102,0.416
6037482002,0.212
6059021919,0.358
6059062701,0.246
6059075505,0.336
6067003501,0.28
6067008703,0.186
6071000115,0.304
6071001504,0.394
6073007903,0.6
6105000101,0.35
6111001506,0.396
8005006711,0.392
8031004505,0.404
9001070400,0.662
9001210400,0.37
9003496400,0.06
12001001813,0.332
12009066200,0.384
12057012401,0.402
12069030105,0.368
12101030412,0.638
12117021314,0.396
13245010906,0.608
15003981200,0.212
15009031000,0.336
15009031801,0.438
16027022200,0.566
17031711300,0.23
17031824602,0.212
17097864904,0.322
17195001200,0.466
17197883519,0.37
21015070200,0.504
21135930300,0.382
22017023100,0.366
22071013400,0.174
22071980000,0.304
25005645103,0.108
25009990100,0.212
24031700828,0.286
24043010600,0.418
24047950000,0.106
23003951300,0.388
