"tractid","death_injury_rf_risk_prob"
6001404900,0.326
6013327000,0.444
6037296210,0.444
6037405800,0.382
6037460000,0.274
6037553000,0.294
6059032015,0.388
6059087404,0.382
6059099603,0.304
6065042209,0.6
6067003900,0.39
6067005404,0.392
6067007903,0.424
6071002036,0.28
6073019602,0.416
6075035201,0.276
6081602100,0.36
6085506204,0.342
6085506502,0.328
8035014139,0.35
9009140200,0.732
12009060300,0.33
12011010503,0.332
12019030500,0.434
12053040901,0.304
12081002013,0.308
12083002203,0.36
12115002716,0.398
19155030700,0.92
16031950500,0.422
17011965200,0.352
17031807700,0.244
17041952400,0.272
17043843200,0.588
17089852905,0.386
17095001000,0.472
17105960300,0.216
17191955100,0.458
18017951200,0.444
18041954400,0.3
18147953100,0.178
20161000303,0.384
20173009700,0.542
21067003802,0.228
21111010601,0.366
25005646103,0.556
25021411200,0.044
25025120500,0.264
24021752802,0.154
24033800605,0.314
24033805602,0.222
24510250102,0.418
23001020900,0.376
23009990000,0.216
26149040300,0.714
26163533000,0.43
26163540500,0.41
26163542500,0.394
29041470200,0.262
29095018200,0.354
29151490100,0.328
29189215302,0.118
28061950200,0.296
37019020504,0.376
37021002205,0.544
37063001603,0.248
38073969000,0.368
33001966401,0.028
33011012100,0.526
33013032300,0.416
33015003400,0.142
34005701204,0.228
34013017500,0.152
34015501003,0.502
34025806100,0.158
35001003731,0.33
35005001002,0.302
35013000102,0.45
35041000402,0.164
36021000900,0.354
36029010003,0.444
36045062400,0.276
36047018800,0.302
36047021900,0.41
36047046400,0.192
36065023400,0.464
36081062000,0.372
36081076901,0.342
36087011902,0.26
36103110200,0.228
36113070800,0.216
39019720100,0.314
39049007394,0.192
39049009386,0.27
39087051200,0.328
39099803000,0.152
39139001300,0.468
40083600200,0.36
40121486400,0.328
40131050701,0.506
41019050001,0.228
42051261402,0.368
42077002302,0.374
42077006500,0.22
42079211101,0.38
42091205903,0.276
42091206703,0.282
42097081500,0.472
72037160202,0.408
72041240201,0.36
72051540100,0.426
72127004900,0.374
45041001601,0.238
48029160100,0.454
48139060900,0.254
48187210608,0.386
48355000900,0.592
48439123000,0.358
48453001707,0.298
49035101000,0.52
49053270700,0.384
51161030701,0.634
53033009100,0.238
53033028600,0.316
53035081200,0.644
53041970300,0.692
53063001200,0.45
55039040700,0.354
55079170200,0.362
55133204003,0.278
54015958000,0.864
1003010400,0.328
1073011301,0.362
1077011101,0.46
4013615300,0.264
4027011201,0.418
6001441402,0.374
6037137402,0.366
6037209402,0.162
6037311300,0.362
6037433503,0.292
6037602403,0.382
6059001602,0.316
6059062645,0.236
6071001808,0.432
6073002709,0.38
6075030102,0.288
6081613600,0.174
6083000301,0.36
6087110600,0.378
6089010807,0.37
6101050301,0.32
8001009604,0.54
8005084800,0.518
8037000302,0.388
9001210702,0.276
9009346102,0.52
9015800700,0.374
12009064128,0.224
12011060116,0.558
12015020400,0.282
12057006700,0.32
12095015402,0.396
12101031302,0.246
12115002007,0.408
12127082606,0.418
13089021502,0.41
13135050533,0.39
13181970100,0.356
13215002800,0.86
13247060306,0.272
13313000102,0.39
13315960100,0.296
19065080200,0.64
17031827804,0.418
17107953000,0.238
17111870402,0.408
17163501602,0.496
17195000400,0.7
17197883209,0.366
18075963000,0.596
18097390402,0.31
20091052201,0.662
20155000500,0.918
21025920200,0.56
21227010702,0.264
22015010804,0.374
22017023400,0.462
22057020600,0.37
22079012800,0.43
25013812903,0.384
25017352300,0.21
24021751004,0.256
24027605503,0.366
24033805906,0.398
24510180300,0.506
23015975200,0.326
26065004403,0.394
26087331500,0.35
26139021000,0.394
26141950300,0.334
27065480200,0.202
27091790300,0.656
27123030800,0.51
29019001702,0.63
29047020901,0.47
29195090100,0.462
29217950400,0.346
37043950100,0.248
37047930400,0.398
37051001100,0.704
37097061104,0.44
37105030602,0.134
37119001505,0.28
37119005836,0.378
37183053716,0.436
31155968200,0.244
33013003006,0.518
34013014300,0.288
34013018400,0.64
34015501209,0.41
35009000100,0.38
32003003621,0.384
32003003642,0.348
36005033201,0.558
36029001900,0.408
36033950200,0.55
36047030200,0.41
36061013800,0.308
36067000800,0.442
36089490900,0.464
36113070701,0.45
39035113500,0.444
39035150400,0.416
39035161800,0.362
39049006236,0.166
39049007113,0.39
39081012200,0.126
39085204700,0.42
39113002500,0.562
39151710400,0.324
40109105903,0.608
40125500400,0.556
41005021601,0.632
41039000403,0.374
41051003100,0.502
42045400401,0.436
42071011701,0.562
42077006307,0.35
72021030300,0.41
44005040200,0.314
44007001600,0.42
45059921001,0.424
46015973100,0.378
46099010501,0.354
47029920200,0.302
47037017200,0.746
47097050503,0.382
47141001200,0.68
47157020102,0.548
47187050307,0.438
48025950202,0.258
48029181725,0.836
48073950700,0.25
48201554502,0.358
48309003400,0.37
48439113221,0.558
48453001847,0.564
48479001807,0.432
49005001102,0.342
49035113101,0.404
51015070200,0.122
51059415600,0.254
51059451602,0.356
51153901223,0.364
53009001000,0.468
53065950100,0.34
55063010203,0.372
55069960900,0.476
55079120502,0.322
54085962300,0.566
2020000101,0.288
1073010704,0.392
5035030702,0.422
5045030301,0.274
5079960400,0.426
4013040527,0.424
4013071909,0.458
4013817200,0.352
4019004407,0.448
4019005300,0.376
6037115101,0.324
6037231900,0.428
6037278001,0.37
6037403402,0.358
6037501501,0.318
6037670413,0.38
6041117000,0.324
6053013800,0.242
6059099215,0.34
6061990000,0.216
6067009007,0.452
6071003611,0.58
6071009201,0.366
6073003103,0.32
6083003102,0.54
6085503002,0.34
6085512025,0.312
6111004716,0.408
8031001000,0.462
8031002803,0.426
8041002000,0.652
9015900100,0.21
12005001301,0.448
12031010201,0.492
12057013919,0.382
12086000412,0.162
12091021501,0.48
12095011300,0.254
12099007753,0.318
12127082405,0.512
13121002400,0.652
13121011616,0.364
13185010900,0.576
15003011106,0.31
19025950200,0.416
19075960400,0.362
19115450300,0.624
17031061902,0.532
17031430900,0.412
17031804603,0.634
17043841109,0.384
17043845802,0.398
17111871600,0.302
17141960800,0.368
17167003802,0.09
18057111001,0.118
21137920103,0.286
22055001411,0.724
22071009900,0.366
22073005301,0.144
25001012101,0.426
25017357100,0.124
25027726100,0.57
24003702100,0.296
24033802002,0.368
26045021401,0.478
26159011800,0.532
26163501300,0.15
26163572000,0.392
26163591700,0.616
27053021100,0.38
27115950400,0.3
29133950300,0.308
29165030201,0.502
29175490100,0.532
37065020700,0.288
37079950102,0.21
37083930501,0.352
37115010500,0.342
37125950302,0.23
37183054301,0.346
33017085000,0.088
33019975700,0.176
34007608504,0.44
34025811102,0.45
34029735001,0.35
36005004600,0.424
36005044800,0.33
36047036501,0.524
36059414301,0.476
36067010400,0.208
36081118500,0.394
36119008403,0.28
36119010902,0.292
39057240700,0.312
39113002900,0.476
39113040406,0.202
39133601501,0.434
40013796500,0.27
41005023600,0.31
42029307900,0.332
42055012200,0.44
42071013203,0.342
42079212300,0.482
42101004102,0.302
42101018001,0.266
42101033900,0.308
47011010200,0.072
47033961000,0.354
47043060502,0.288
47089070600,0.548
48001950800,0.232
48113013714,0.4
48121021626,0.32
48121021738,0.232
48201453000,0.412
48201542102,0.328
48215024201,0.348
48367140407,0.088
48439113510,0.496
48453001307,0.314
48453001756,0.212
48453002313,0.466
49035113509,0.454
49053271800,0.464
51003011301,0.562
51059420700,0.282
51740212801,0.648
51760040500,0.548
53003960100,0.226
53011040904,0.744
53021020502,0.376
53033026200,0.776
53051970200,0.418
55005000600,0.458
55009940001,0.23
55015020600,0.856
55029100500,0.334
55141011300,0.428
1125010204,0.4
5003960100,0.442
5035030102,0.536
5051011200,0.054
4013216822,0.252
4013618000,0.39
4013815100,0.272
4019001000,0.418
4019004029,0.452
4019004112,0.43
4021000214,0.376
6001423901,0.426
6001432400,0.424
6001433104,0.432
6019004506,0.412
6037137401,0.194
6037229200,0.414
6037267200,0.892
6037401202,0.366
6037575001,0.158
6037602404,0.38
6053013400,0.308
6059021921,0.264
6059032048,0.348
6059089104,0.42
6065042901,0.534
6067008208,0.32
6081612500,0.29
6113010703,0.392
8067971000,0.416
8101002200,0.48
9009352800,0.916
11001000902,0.214
11001009601,0.42
10003016604,0.164
12055961100,0.344
12057002200,0.358
12057013918,0.72
12073000303,0.432
12086003702,0.202
12095013802,0.604
12095014906,0.24
12099007604,0.37
12105012405,0.374
12127082202,0.458
13089023504,0.468
13121011410,0.586
13195020100,0.364
13245000100,0.524
13311950300,0.7
19077950200,0.264
19119950300,0.266
17031071000,0.252
17031190701,0.38
17031834800,0.428
17041952100,0.396
17097861008,0.346
17097864520,0.302
17179021201,0.336
18039000200,0.502
18091041100,0.382
18105000601,0.488
18143967000,0.532
18157010500,0.408
20209044803,0.188
22033000701,0.356
22033002300,0.388
22033004509,0.158
22071012800,0.348
25001010208,0.354
25001011700,0.416
25001014300,0.444
25021413402,0.338
26031960600,0.364
26041971000,0.446
26075001000,0.51
26111290400,0.624
26125134300,0.32
26125183600,0.366
27003050220,0.352
28013950200,0.426
28121021001,0.408
37021002301,0.248
37035011200,0.126
37067003315,0.442
37097061203,0.356
37109071101,0.55
37135010701,0.362
31055007408,0.444
34001990000,0.216
34007607802,0.396
34013021400,0.328
34017010200,0.232
34017017800,0.584
34017018900,0.256
34031246300,0.146
34039030701,0.204
32003003004,0.56
32003005433,0.386
32023960200,0.492
36047040800,0.386
36065025900,0.422
36081134100,0.268
36093032300,0.322
36103158709,0.186
39061008501,0.124
39093071201,0.276
40101001400,0.664
40109108900,0.272
40143000500,0.302
41005022400,0.62
41009971100,0.142
41045970900,0.36
41049970100,0.45
42003040500,0.186
42007601600,0.496
42041010400,0.18
42041012702,0.184
42045980000,0.216
42071014502,0.22
42079217300,0.41
42097082400,0.382
42129803302,0.322
72013301800,0.358
72021031013,0.404
72141957500,0.408
44007015900,0.368
45019005400,0.632
45053950100,0.38
45057011001,0.686
48029170200,0.282
48029190601,0.504
48085032010,0.546
48113006502,0.396
48113014134,0.172
48113018403,0.382
48135002801,0.582
48167723000,0.142
48201330400,0.41
48201332500,0.426
48201541602,0.534
48251130405,0.354
48449950200,0.246
48453001813,0.558
48479001706,0.47
48481740700,0.646
51041100929,0.55
51073100202,0.814
51075400300,0.276
51121021500,0.3
51161031202,0.36
51195931700,0.308
53061042006,0.454
55005000200,0.396
55059001600,0.424
55089610101,0.284
55133200201,0.288
54011001900,0.264
54097966900,0.384
1047957100,0.384
1093964600,0.244
1101005608,0.366
5119004700,0.318
4013082024,0.402
4013104207,0.47
4013523006,0.25
4019004110,0.41
6001450745,0.306
6017030401,0.432
6019005305,0.4
6025010102,0.432
6037123020,0.37
6037201700,0.174
6037231720,0.242
6037236400,0.278
6037239702,0.448
6037541603,0.422
6037910601,0.408
6059089003,0.596
6067004602,0.472
6067009307,0.346
6073005500,0.332
6073015302,0.37
6083000502,0.304
6085504416,0.356
6085508202,0.316
6099003100,0.394
6111004715,0.442
8013012202,0.516
8059009846,0.544
9001074000,0.43
9003502400,0.334
9011702100,0.276
12011010605,0.124
12063210800,0.348
12071010405,0.428
12109020602,0.082
12117021616,0.552
12117022206,0.644
13073030306,0.336
13073030402,0.312
13275960600,0.282
13277960800,0.394
15001990400,0.216
15003008402,0.55
15003010503,0.438
17031222500,0.366
17031800300,0.184
17031804713,0.424
17031805600,0.552
17043841204,0.542
17099961800,0.542
18029080101,0.306
18081610605,0.114
18097381002,0.37
20209042501,0.216
22057021700,0.45
25023530801,0.398
25025080601,0.274
25025140102,0.114
25025170300,0.122
25027733101,0.106
24009860401,0.256
24025304202,0.438
24031700822,0.268
24031702700,0.324
24033806900,0.4
23003951200,0.422
26103002000,0.452
26139020503,0.29
26147990000,0.216
26163584600,0.388
27163071006,0.74
29069360200,0.444
29095012502,0.462
29097010100,0.3
29183311004,0.568
37051002900,0.268
37093970103,0.072
37133001102,0.908
37163970301,0.066
38053962500,0.39
31055001200,0.382
33015066000,0.204
34007608503,0.454
34015501107,0.294
34029980100,0.346
34031133701,0.228
34039032902,0.6
35031973100,0.426
32003002965,0.506
32003003640,0.352
32003005504,0.71
32031002205,0.438
36005022902,0.54
36027210301,0.156
36045061500,0.652
36047023300,0.164
36047026400,0.554
36059410100,0.802
36061007700,0.274
36085032300,0.42
36109000800,0.592
39035186205,0.388
39061025103,0.486
39151714701,0.286
39173021901,0.246
40027202402,0.76
40105172100,0.366
40143007635,0.36
40143011100,0.276
41005024302,0.41
41039001600,0.258
42003981100,0.37
42013100600,0.41
42069103100,0.356
42091206007,0.266
42133010110,0.408
72097081100,0.41
44007002800,0.458
45013010100,0.26
45019004608,0.506
45047970101,0.232
45077010502,0.37
47001021100,0.67
47065012400,0.688
47093002100,0.274
47141000303,0.426
47183968000,0.252
48113015600,0.268
48201322700,0.316
48201432300,0.41
48209010907,0.238
48453001774,0.324
48485980000,0.216
48507950200,0.404
49035112822,0.4
51059482002,0.246
51087200801,0.488
51147930201,0.566
51760030100,0.204
53021020605,0.386
53033021600,0.206
55009021400,0.414
55073000200,0.236
55133201503,0.454
54055001500,0.286
56023978100,0.332
1015000800,0.396
1115040103,0.256
5009790501,0.24
5037950600,0.322
5119003500,0.162
4013103609,0.444
4013421202,0.344
4013612600,0.4
4017964201,0.452
4019004109,0.224
4019004419,0.454
6019003400,0.478
6037183221,0.402
6037197200,0.256
6037218220,0.436
6037238320,0.622
6037267300,0.314
6037552601,0.332
6037572100,0.17
6053000300,0.376
6059021802,0.334
6059021920,0.278
6059076201,0.338
6065044925,0.286
6065046405,0.366
6065048700,0.352
6067002000,0.43
6067007001,0.442
6067008136,0.448
6071001305,0.472
6073020202,0.9
6075011902,0.262
6077005110,0.41
6081601200,0.214
6085507301,0.276
6095251200,0.254
6113011300,0.368
8035014403,0.348
8037000702,0.372
8123001412,0.37
9001080400,0.866
9009141400,0.254
11001004901,0.326
12009066101,0.398
12011010307,0.548
12031001000,0.464
12055961302,0.454
12057013205,0.398
12071040117,0.302
12071040125,0.23
12086005704,0.388
12086009036,0.344
12086010900,0.414
12095016002,0.31
12099004203,0.366
12099005922,0.474
12117021311,0.406
12117022105,0.424
13089022700,0.204
17031031300,0.226
17031160501,0.376
17031671600,0.162
17031815600,0.286
17069971000,0.45
17075950500,0.248
17085020200,0.534
17089850703,0.534
17113000301,0.438
18003010803,0.432
18161960800,0.21
20161001002,0.344
20173006300,0.746
20173009504,0.402
21073070800,0.542
21111012104,0.332
21179930302,0.4
25021417100,0.1
25023525203,0.23
24003740602,0.354
24031701414,0.36
24033806200,0.156
23025966200,0.206
26007000500,0.496
26019000100,0.326
26099245400,0.252
26101000500,0.41
26125150000,0.404
26125156300,0.464
26161410700,0.896
26163501400,0.436
26163516300,0.262
26163516800,0.386
26163551400,0.742
27003050609,0.75
27061480100,0.298
27169671000,0.66
27171100802,0.178
29043020201,0.252
29077004302,0.946
29510102300,0.398
30047940700,0.416
37023020301,0.398
37067002804,0.426
37119005918,0.352
37125950502,0.364
37183053726,0.392
31033954800,0.396
31153010302,0.366
33015052000,0.316
33015062000,0.256
34003006201,0.066
34013007400,0.312
34013022700,0.36
34027044601,0.286
34031183200,0.146
34039038700,0.15
32003002984,0.334
32003007800,0.472
36005036000,0.122
36005043000,0.256
36007013301,0.318
36029011000,0.41
36037951400,0.206
36047011900,0.52
36047115800,0.526
36063023405,0.49
36071014202,0.152
36081130100,0.528
36085019700,0.25
39035177608,0.482
39035179102,0.26
39091004800,0.326
39093097200,0.514
39133602000,0.772
39167020800,0.472
40037020602,0.308
40047001601,0.268
40109108011,0.354
40115574500,0.526
42003512900,0.298
42003521500,0.372
42043025300,0.214
42043025400,0.404
42091201703,0.362
42091203103,0.282
42091205200,0.218
72019952302,0.374
72031050331,0.42
72035260800,0.398
72127006101,0.434
72127980200,0.428
45045002901,0.44
47031970300,0.424
47037018803,0.354
47093004607,0.738
47143975300,0.404
47157011400,0.24
47165021104,0.598
48113000405,0.402
48113013605,0.364
48141000108,0.43
48187210803,0.348
48189950100,0.572
48201312200,0.708
48201330100,0.438
48201331400,0.422
48373210302,0.308
48439113619,0.436
48441013200,0.368
49035110800,0.378
49049000711,0.392
51041100510,0.24
51085320801,0.344
51137110104,0.866
51165011000,0.258
51710006902,0.388
53005011501,0.662
53033007800,0.166
53063011101,0.496
55021970400,0.236
55065970300,0.276
55087012200,0.656
55127000200,0.278
54037972602,0.426
56035000101,0.26
1073010602,0.248
1073012908,0.432
4013104203,0.258
4017964202,0.388
4019000800,0.42
6001434000,0.364
6001438100,0.368
6007002601,0.282
6013313204,0.126
6019004212,0.276
6037216200,0.234
6037600704,0.39
6037602004,0.392
6065042514,0.408
6073010109,0.382
6073013301,0.622
6073019702,0.39
6075980600,0.364
6095252704,0.406
6099000806,0.406
6111001102,0.572
6111007402,0.328
8123002207,0.334
9003514200,0.218
12009066500,0.266
12009066900,0.392
12057001400,0.44
12061050302,0.3
12071040108,0.432
12086010209,0.402
12099000406,0.396
12099007010,0.42
12101030903,0.448
12105015900,0.424
13067030334,0.37
13073030401,0.388
17029000400,0.486
17031570500,0.238
17031803605,0.152
17031824300,0.05
17031840700,0.462
17043842706,0.306
17097864403,0.482
17197881601,0.292
18091041800,0.236
18097320400,0.44
20047969700,0.424
20177002800,0.522
21199930900,0.248
22061960400,0.432
22099020501,0.532
22103040304,0.35
25005614102,0.272
25005642100,0.626
25027732901,0.154
24003750400,0.19
24023000300,0.33
23001010400,0.248
26037010203,0.49
26081012500,0.312
26093724003,0.7
26099250700,0.56
26129950500,0.262
26159011600,0.304
26161446400,0.336
26163506700,0.434
26163538200,0.23
26163545700,0.32
27037060734,0.322
30013000800,0.168
37075920300,0.562
37109070902,0.372
37147001402,0.302
37175960402,0.374
31033954900,0.408
31055007439,0.41
31109010400,0.232
34003003500,0.532
34003019104,0.184
34027041300,0.308
34031183101,0.562
36027190102,0.304
36029007000,0.482
36033950700,0.352
36047020000,0.35
36047021400,0.58
36047054400,0.55
36055012600,0.136
36059404901,0.1
36059406801,0.358
36103159406,0.294
39061021101,0.294
39095002600,0.44
39099800300,0.296
39117965100,0.448
39155933800,0.382
40109108201,0.466
41003010200,0.334
41067032610,0.398
41071030201,0.318
42003453004,0.322
42003980900,0.302
42083421000,0.406
42091201501,0.374
42091206005,0.238
42101007200,0.332
42101017701,0.64
42111021400,0.232
42119090502,0.194
72031050821,0.44
72055990000,0.216
72107955001,0.358
72127009111,0.42
44005041200,0.394
45013010200,0.542
45019003110,0.456
47043060602,0.66
47147080104,0.484
47187051100,0.192
48029151400,0.312
48029180902,0.274
48085030507,0.318
48113001203,0.366
48115950500,0.15
48201342200,0.456
48201543100,0.41
48245006600,0.64
48279950500,0.568
48453000803,0.548
49035100306,0.426
51183870100,0.38
51550020904,0.96
51760050300,0.288
51800075202,0.366
51840000302,0.892
53053072907,0.37
55009020503,0.602
55025002402,0.438
55079000303,0.428
55079015900,0.62
54035963600,0.276
54039010100,0.624
1015981902,0.216
1077011200,0.364
1095030702,0.448
5045030302,0.238
5113950300,0.67
6037111201,0.32
6037213402,0.772
6037239802,0.652
6037531702,0.426
6037701402,0.216
6045011400,0.374
6065040303,0.39
6065045304,0.186
6067009004,0.322
6071009108,0.4
6073002401,0.432
6073010501,0.89
6073016702,0.464
6073017052,0.322
6075013300,0.196
6085502910,0.368
6085504601,0.29
6085506802,0.3
6087121500,0.404
8001008507,0.27
8019014700,0.34
8097000401,0.362
9001011200,0.084
9011980000,0.38
9015820000,0.33
10003012700,0.334
12017450101,0.746
12051000200,0.414
12099005407,0.47
12099007818,0.296
12103028600,0.606
12105012700,0.426
12105016001,0.426
12115002100,0.398
13073030504,0.398
13095010602,0.696
13211010100,0.344
13221960202,0.33
13245010512,0.482
13313000101,0.394
19109950200,0.288
16079960300,0.48
17031811702,0.384
17037002100,0.582
17043840102,0.244
17043840703,0.704
17043845807,0.332
17043846305,0.424
17075950300,0.324
17149952500,0.296
18069961700,0.38
18125954100,0.406
20103070700,0.668
20209042200,0.48
21015070309,0.35
21021930700,0.686
21111005600,0.726
21155970400,0.576
22017024503,0.462
22071002000,0.446
24005403201,0.386
24005421102,0.224
24005492300,0.394
24027606907,0.126
24510010400,0.348
23031027000,0.306
26021000600,0.708
26093710700,0.218
26099212000,0.226
26163513300,0.456
27003050235,0.358
27037060813,0.514
27085950100,0.348
27111961200,0.32
27145011302,0.238
28049002400,0.622
28067951000,0.444
37089930800,0.894
37101041300,0.222
34013015200,0.25
34031180202,0.792
35001003202,0.432
32003003211,0.418
36001001902,0.362
36005006900,0.132
36005015500,0.146
36047028300,0.5
36063021700,0.304
36065020802,0.192
39023001400,0.484
39035177404,0.244
39041011411,0.196
39053954000,0.32
39091004600,0.288
39099802500,0.488
39133600800,0.392
40013795600,0.258
40109106000,0.526
41051000602,0.61
41051009702,0.432
42003424000,0.504
42021010500,0.294
42049011102,0.368
42079213900,0.346
42101026900,0.42
42101034803,0.446
42115032200,0.36
72025200304,0.378
72027320300,0.366
44005041601,0.338
45035010400,0.2
45041002201,0.384
45079011502,0.33
47163042500,0.398
47189030600,0.296
48113008604,0.424
48113016301,0.402
48121021624,0.214
48141001114,0.234
48201231000,0.452
48201453403,0.646
48309004300,0.464
48323950300,0.398
48355003602,0.592
48367140403,0.194
51041100815,0.166
51059421500,0.39
51059422302,0.308
51059481400,0.392
51059491402,0.35
51093280103,0.318
51153901233,0.312
51161030201,0.272
51167030300,0.398
51590000600,0.632
51700032006,0.596
51740212300,0.55
51810045427,0.44
53033006800,0.312
53073000300,0.472
55079186300,0.336
2240000400,0.314
1129044200,0.368
4013107601,0.478
4019004724,0.316
6001401400,0.442
6001443103,0.274
6013345203,0.286
6037186203,0.392
6037216402,0.31
6037267800,0.322
6037275102,0.384
6037311200,0.726
6037407302,0.404
6037407702,0.342
6037460501,0.192
6037550601,0.398
6037700600,0.148
6037910302,0.388
6053014601,0.376
6059110302,0.904
6065040501,0.48
6085508204,0.336
6085512505,0.334
6095252705,0.398
6113010605,0.276
9001044500,0.394
9001070900,0.012
9009125200,0.174
9009343101,0.308
12001002208,0.344
12005001100,0.266
12057011516,0.398
12083000902,0.328
12086000505,0.434
12095015002,0.486
12095016733,0.306
12097042900,0.548
12099000206,0.37
12099004904,0.65
12101032107,0.376
12119911200,0.31
13053020206,0.382
13089022900,0.276
13135050304,0.77
19129040302,0.39
16001010333,0.294
17031681100,0.438
17031720500,0.39
17031750200,0.462
17043845808,0.33
17097860400,0.078
17115000500,0.68
17197883307,0.176
17199020600,0.422
17201004100,0.26
18035001300,0.846
21049020105,0.51
21067003102,0.45
21073070600,0.488
21111011004,0.32
21121930100,0.44
21227010100,0.42
22033003703,0.404
22059970100,0.65
25027751102,0.304
24005491500,0.384
24025304201,0.332
24031701407,0.478
24047950700,0.384
26049012503,0.84
26103000500,0.394
26125128500,0.41
26163542800,0.402
27153790700,0.254
29097012200,0.54
29189215005,0.432
28049001600,0.42
37001021101,0.402
37035010502,0.398
37057061702,0.22
37119002906,0.46
37129010300,0.448
37145920200,0.31
37175960100,0.284
31055006503,0.41
33013035000,0.996
33015065008,0.472
34005700800,0.066
34017003000,0.198
34017013200,0.32
34025801900,0.108
35009000603,0.264
36017970400,0.696
36047006500,0.176
36047040100,0.676
36055011605,0.362
36055980100,0.372
36061006600,0.262
36061019900,0.056
36067003800,0.43
36067010301,0.376
39035177501,0.338
39035182106,0.136
39049007922,0.518
39061021504,0.172
39067975600,0.234
39093050300,0.264
39093060100,0.424
40075964200,0.606
41047001702,0.246
41047010100,0.544
41051002902,0.648
41067032404,0.208
42101010600,0.596
42101029800,0.674
72033980002,0.218
72039955900,0.356
72119130500,0.46
72121960600,0.408
44009051102,0.366
45037970502,0.348
45063021304,0.238
47017962400,0.55
47113001100,0.462
47145030100,0.392
48029151600,0.48
48029190603,0.444
48029191405,0.476
48061011600,0.09
48113016412,0.528
48141002300,0.412
48193950200,0.264
48201313800,0.476
48201540800,0.416
48201554101,0.372
48209010808,0.124
48453001783,0.346
48467950300,0.346
48481740500,0.242
51107611601,0.334
51153901701,0.294
51790000200,0.57
53033004400,0.358
53033024901,0.478
53033024902,0.342
53033031605,0.344
53033032213,0.308
53053072307,0.422
53061040400,0.89
53063004400,0.392
55007960400,0.288
54061011805,0.106
2150000100,0.46
1053970100,0.332
1111000600,0.406
4007940400,0.44
4013103607,0.41
4013105503,0.238
4013617900,0.402
6019003103,0.602
6037106113,0.388
6037119800,0.43
6037222700,0.362
6037406500,0.36
6059062635,0.282
6059063905,0.374
6061021037,0.402
6067008006,0.334
6071007407,0.41
6079011200,0.348
6111007514,0.244
8001009326,0.336
8014980200,0.218
8039961205,0.366
8059010405,0.456
8069001008,0.56
8081000500,0.412
9001030500,0.09
9015904100,0.118
12001001907,0.366
12033002802,0.644
12047960300,0.394
12057000402,0.468
12071040111,0.434
12086001102,0.364
12086008906,0.404
12086010013,0.364
12087972600,0.35
12103020206,0.576
12103022602,0.32
12111381802,0.41
13047030100,0.57
13063040524,0.648
13067030239,0.318
13069010600,0.546
13135050429,0.324
13255160900,0.34
19131560100,0.396
17031461000,0.196
17031821002,0.414
17043846701,0.532
17201002700,0.588
18029080600,0.232
18105000602,0.298
20051072800,0.14
20173000600,0.708
21025920600,0.418
21059000800,0.808
21173920500,0.424
21193970700,0.442
22001961100,0.426
22033002801,0.372
22055002101,0.28
22063040201,0.676
25013813601,0.592
25017301102,0.162
24001001503,0.132
24015030100,0.118
24015030505,0.392
24510270701,0.382
26021010400,0.398
26049011711,0.494
26075006301,0.324
26081000200,0.27
26087330000,0.598
26099240900,0.474
26121001402,0.544
26163541400,0.448
26163554400,0.59
27103480502,0.404
27123040401,0.512
27137001000,0.372
27137003300,0.614
27153790600,0.478
27163070404,0.534
29081950200,0.61
29183311908,0.332
29187950700,0.096
29189220701,0.432
29189221423,0.062
28049010101,0.196
28089030203,0.336
28095950300,0.222
37001021000,0.534
37025041200,0.64
37031970603,0.362
37065021500,0.382
37119004900,0.286
37151030400,0.364
37193961200,0.736
38017000300,0.442
31055004600,0.4
31109003607,0.212
33017081600,0.32
34003056200,0.214
34023000300,0.344
35001004742,0.41
35009000400,0.526
35029000400,0.15
32003003231,0.38
32003005716,0.384
36047019700,0.09
36047067600,0.354
36047091000,0.148
36055004000,0.212
36063023901,0.584
36071014400,0.316
36091061000,0.696
36103110803,0.044
36103158506,0.3
39035120702,0.746
39035175104,0.2
39093080600,0.706
39101001100,0.486
39139001400,0.756
40133583300,0.258
41065970800,0.304
42003427100,0.222
42021011900,0.318
42045403104,0.454
42101027800,0.484
42113960200,0.294
42121200200,0.172
42127960800,0.272
42129803700,0.334
46103010800,0.418
47051960500,0.382
47093006103,0.418
47113000600,0.474
47117955100,0.276
48039662900,0.214
48113018104,0.05
48135000800,0.548
48201220100,0.476
48215023802,0.29
48231960600,0.28
48439113607,0.71
48439113626,0.398
48479001712,0.38
49049000506,0.22
51069050100,0.608
51087200107,0.31
51177020309,0.32
51590000500,0.57
53037975402,0.26
53053072504,0.316
55073000700,0.222
55079187200,0.298
55087013200,0.282
55117000300,0.27
55117011100,0.28
54059957300,0.342
1021060700,0.62
1057020300,0.35
1081042101,0.372
1099076100,0.312
5007020101,0.49
5013480200,0.676
5143011004,0.278
4013618900,0.422
6013359204,0.376
6029000800,0.354
6037115301,0.596
6037482304,0.396
6037500202,0.328
6037533201,0.4
6037910404,0.37
6039000202,0.618
6053011900,0.222
6059042317,0.492
6059088107,0.382
6065040903,0.404
6071009118,0.276
6073004300,0.298
6073004400,0.378
6073008331,0.28
6073017019,0.418
6073020014,0.328
6085502601,0.346
8023972700,0.384
8041003706,0.406
9001230200,0.082
9007610300,0.152
11001007504,0.44
10003001600,0.434
12005001600,0.516
12011060119,0.142
12011060127,0.32
12019030103,0.402
12071001914,0.522
12086007806,0.242
12091021101,0.678
